,x(1),y(1),z(1),x(2),y(2),z(2),x(3),y(3),z(3),x(4),y(4),z(4),x(5),y(5),z(5),x(6),y(6),z(6),x(7),y(7),z(7)
0,9.527812707847405,0.0,1.928401860345117,11.269891483652806,2.1932667560447197,0.8577274259936403,9.28125291907455,4.39748856582445,0.41434898698127975,7.053284358635577,4.50823677547825,2.422771345347123,4.77425110298521,2.731051333203389,1.631674441613293,2.402500802250566,1.8857894171474703,0.0,0.0,2.4361266471606142,1.7127588515807879
1,7.381321865199947,4.503130782267578,2.37019997655407,11.154885075372952,3.503494973936537,0.0,8.72623664790991,2.1365982315496104,1.1084512505578497,6.6901210374891384,0.0,1.6475877725447385,4.181892622964553,1.1332699798581454,0.4538920178707887,2.8069954441472493,3.795628143051267,0.305668663672054,0.0,3.1125499999690653,1.115066138750688
2,4.221614781762144,0.0,2.933951196167159,6.9437867215561235,4.733452620770938,4.3618033030859955,7.43122442099942,4.05461588005322,1.48380628796918,5.181273799881209,2.1203657562119194,1.0359889480196207,3.492629638816437,4.375918157052227,0.0,2.283039273360794,5.316803077882604,2.577959446872387,0.0,3.4179002547928636,2.991193383702788
3,1.91768446861085,0.2383123812715391,0.0,0.4046074223565035,0.0,2.579784886226638,0.0,2.394809667652049,0.8198654962958322,1.6954526799284695,4.872221310739291,0.8350256822244464,4.369259106606023,3.927194942866416,1.8184599629033162,7.2163311877136795,3.0527137526655372,1.4715877737472642,8.493760580002792,0.38775791632357526,0.9659047997423273
4,2.0108288379035977,2.246552740036087,3.5905760696378723,0.9271625348944879,4.249911815012778,1.6373320772203357,0.0,1.9123149148919647,0.0,2.142823916573234,0.2793321348676804,1.327090742123291,5.127577401053333,0.0,1.4287758739514318,6.939967918687178,2.0736171128844627,2.611805375109026,8.502815433408148,3.3045625606276174,0.3706171883451282
5,7.029601354487024,0.0,0.23646983664600713,9.97568938469071,0.46987950862955474,0.5526427843485295,9.978235282501867,3.4719064956865617,0.6295965381996991,7.218195743526625,4.549014377877059,0.15201778745289626,5.177305935432697,2.3515619297437214,0.025302145852547114,2.5658710173606387,2.3115803912892,1.4949909304954847,0.0,1.9112419783883503,0.0
6,4.440843447531366,5.270429313675164,2.0699751589320896,1.6214118237901776,4.924028800352027,1.1080389664642492,0.0,2.4133534508955736,0.8830403166285028,1.9136312995495617,0.1304589208776722,1.2348658873965084,4.802667601992066,0.0,2.0249482617108487,6.028655107432511,2.7299377419885,2.258782201167376,8.006159937240025,2.671218321198558,0.0
7,0.0,1.370551856960469,1.623553372211973,2.588128603463469,0.0,0.9711625542626783,5.41092357789794,0.28433400297616307,0.0,7.464438097534307,1.9241158556850286,1.4454833046123672,6.138921864813881,4.616820025591745,1.4251147482303679,3.3694929391363067,5.005545405231725,0.34187941717490866,0.507541895819128,4.168546230203827,0.6596000546625225
8,0.0,2.1173167957685557,0.16159631651523199,3.0633724599952736,6.032510762668047,1.2482003696064539,1.8083975229145253,3.45855344796532,2.141778462904,2.3100032347889004,0.6115888786517443,1.3351846548203408,5.225163628581989,0.0,0.9750022235750503,6.792657278833426,2.1664475037815274,2.3388379637099046,7.912871912834002,3.67818675759369,0.0
9,6.685865416289173,0.0,1.6299169700704588,9.913762898349745,2.875695290134766,0.0,8.467931412105335,2.235403349570152,2.5454800454087274,6.109776688827363,4.092464631639966,2.487152394970957,4.6978717586772065,2.0780404092749802,0.767294808434465,2.0118292606303902,1.1004241701603183,1.671409312616619,0.0,3.2151106416299697,0.9895014317470682
10,4.675246489295777,4.1394353089480145,2.5340627530924857,9.175339304043366,3.555218988795991,0.0,7.406364905941425,2.913748707855102,2.333383057243512,6.688145620175241,0.0,2.300536902863625,4.223216652967391,0.050843661627562486,0.5904768156914428,2.531442081013895,2.117940890028799,1.9611985216952057,0.0,3.185683887940306,0.7650749014327285
