#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
           0       1.446456e-02       1.852741e-03       7.690843e-03       2.746927e-02       6.633105e-03       1.416400e-02
          10       2.428086e-02       2.162234e-03       1.307374e-02       5.855816e-02       2.357905e-02       4.241376e-02
          20       2.487363e-02       3.761206e-03       1.190606e-02       3.795496e-02       1.767954e-02       2.801600e-02
          30       3.838498e-02       9.027971e-03       2.396186e-02       1.007528e-01       1.610468e-02       6.110667e-02
          40       3.572096e-02       1.055105e-02       2.464401e-02       1.123937e-01       1.209078e-02       6.974512e-02
          50       9.480875e-02       9.793786e-03       3.973103e-02       1.964498e-01       1.128314e-02       1.095401e-01
          60       3.600565e-01       1.976862e-02       1.389735e-01       4.076361e-01       7.166025e-02       2.524652e-01
          70       2.023775e-01       1.305466e-02       8.065110e-02       2.941271e-01       8.132841e-02       1.563511e-01
          80       1.287898e-01       2.391367e-02       7.124720e-02       3.030217e-01       2.359116e-02       1.715031e-01
          90       1.309916e-01       2.122968e-02       6.873575e-02       2.884686e-01       6.141781e-02       1.631256e-01
         100       1.341653e-01       1.695549e-02       6.730749e-02       2.855282e-01       2.799958e-02       1.438513e-01
         110       1.183514e-01       2.199399e-02       5.679097e-02       2.030943e-01       3.742958e-02       1.327934e-01
         120       8.678352e-02       1.919809e-02       4.584085e-02       1.649138e-01       3.406284e-02       1.148306e-01
         130       1.515853e-01       1.401147e-02       7.908739e-02       3.976685e-01       1.260577e-02       1.820407e-01
         140       9.493491e-02       1.339086e-02       6.312023e-02       3.740720e-01       3.144630e-02       1.677885e-01
         150       1.155844e-01       1.309585e-02       5.938040e-02       2.179493e-01       6.283669e-02       1.406687e-01
         160       2.119905e-01       2.548399e-02       8.777145e-02       4.764313e-01       5.106102e-02       2.041919e-01
         170       1.377270e-01       9.353822e-03       5.506804e-02       2.277773e-01       3.623689e-02       1.361149e-01
         180       1.000507e-01       1.801365e-02       5.246898e-02       2.725844e-01       2.281275e-02       1.438822e-01
